2024-10-27T19:59:29.444381000Z,Inside humidity (%),71.6
2024-10-27T19:44:27.786079000Z,Outside humidity (%),62.5
2024-10-27T19:44:27.785981000Z,Inside humidity (%),71.3
2024-10-27T19:29:21.571295000Z,Outside humidity (%),57.3
2024-10-27T19:29:21.571200000Z,Inside humidity (%),70.8
2024-10-27T19:14:20.300251000Z,Outside humidity (%),61.3
2024-10-27T19:14:20.300150000Z,Inside humidity (%),71.1
2024-10-27T18:59:19.009595000Z,Outside humidity (%),68.2
2024-10-27T18:59:19.009499000Z,Inside humidity (%),71.7
2024-10-27T18:44:13.174525000Z,Outside humidity (%),61.1
2024-10-27T18:44:13.174428000Z,Inside humidity (%),70.3
2024-10-27T18:29:11.616498000Z,Outside humidity (%),64.6
2024-10-27T18:29:11.616397000Z,Inside humidity (%),71.1
2024-10-27T18:14:10.195094000Z,Outside humidity (%),69.3
2024-10-27T18:14:10.194992000Z,Inside humidity (%),71.5
2024-10-27T17:59:08.602711000Z,Outside humidity (%),61.1
2024-10-27T17:59:08.602611000Z,Inside humidity (%),70.4
2024-10-27T17:44:07.189748000Z,Outside humidity (%),63.8
2024-10-27T17:44:07.189647000Z,Inside humidity (%),72.1
2024-10-27T17:29:01.102905000Z,Outside humidity (%),56.8
2024-10-27T17:29:01.102807000Z,Inside humidity (%),71.7
2024-10-27T17:14:00.164900000Z,Outside humidity (%),62
2024-10-27T17:14:00.164801000Z,Inside humidity (%),72.3
2024-10-27T16:58:58.892524000Z,Outside humidity (%),55.2
2024-10-27T16:58:58.892431000Z,Inside humidity (%),71.1
2024-10-27T16:43:56.951959000Z,Outside humidity (%),56.3
2024-10-27T16:43:56.951861000Z,Inside humidity (%),71.2
2024-10-27T16:28:55.832405000Z,Outside humidity (%),58.9
2024-10-27T16:28:55.832310000Z,Inside humidity (%),71.5
2024-10-27T16:13:54.522681000Z,Outside humidity (%),65.4
2024-10-27T16:13:54.522590000Z,Inside humidity (%),72
2024-10-27T15:58:53.444545000Z,Outside humidity (%),69.8
2024-10-27T15:58:53.444446000Z,Inside humidity (%),72.1
2024-10-27T15:43:51.424541000Z,Outside humidity (%),70.1
2024-10-27T15:43:51.424445000Z,Inside humidity (%),72
2024-10-27T15:28:49.766344000Z,Outside humidity (%),70.6
2024-10-27T15:28:49.766250000Z,Inside humidity (%),72
2024-10-27T15:13:48.697072000Z,Outside humidity (%),71.2
2024-10-27T15:13:48.696976000Z,Inside humidity (%),72
2024-10-27T14:58:41.091535000Z,Outside humidity (%),71.1
2024-10-27T14:58:41.091439000Z,Inside humidity (%),72
2024-10-27T14:43:40.111677000Z,Outside humidity (%),70.6
2024-10-27T14:43:40.111580000Z,Inside humidity (%),71.9
2024-10-27T14:28:33.140456000Z,Outside humidity (%),68.1
2024-10-27T14:28:33.140363000Z,Inside humidity (%),71.9
2024-10-27T14:13:30.786214000Z,Outside humidity (%),65.6
2024-10-27T14:13:30.786115000Z,Inside humidity (%),71.9
2024-10-27T13:58:28.463111000Z,Outside humidity (%),70.4
2024-10-27T13:58:28.463017000Z,Inside humidity (%),72
2024-10-27T13:43:26.147843000Z,Outside humidity (%),70.7
2024-10-27T13:43:26.147750000Z,Inside humidity (%),72.1
2024-10-27T13:13:24.051883000Z,Outside humidity (%),70.8
2024-10-27T13:13:24.051782000Z,Inside humidity (%),72.1
2024-10-27T12:58:22.287061000Z,Outside humidity (%),71
2024-10-27T12:58:22.286971000Z,Inside humidity (%),72
2024-10-27T12:43:20.868646000Z,Outside humidity (%),70.9
2024-10-27T12:43:20.868554000Z,Inside humidity (%),72
2024-10-27T12:28:14.298921000Z,Outside humidity (%),71.1
2024-10-27T12:28:14.298826000Z,Inside humidity (%),72
2024-10-27T12:13:12.881819000Z,Outside humidity (%),71.3
2024-10-27T12:13:12.881727000Z,Inside humidity (%),72
2024-10-27T11:58:11.396426000Z,Outside humidity (%),71.7
2024-10-27T11:58:11.396323000Z,Inside humidity (%),71.9
2024-10-27T11:43:09.572933000Z,Outside humidity (%),72.1
2024-10-27T11:43:09.572834000Z,Inside humidity (%),71.9
2024-10-27T11:28:07.832490000Z,Outside humidity (%),72.4
2024-10-27T11:28:07.832391000Z,Inside humidity (%),71.8
2024-10-27T11:13:06.475887000Z,Outside humidity (%),71.9
2024-10-27T11:13:06.475788000Z,Inside humidity (%),71.8
2024-10-27T10:58:03.925750000Z,Outside humidity (%),70.8
2024-10-27T10:58:03.925655000Z,Inside humidity (%),71.8
2024-10-27T10:43:02.446309000Z,Outside humidity (%),66
2024-10-27T10:43:02.446215000Z,Inside humidity (%),71.7
2024-10-27T10:28:01.077889000Z,Outside humidity (%),71.2
2024-10-27T10:28:01.077788000Z,Inside humidity (%),71.9
2024-10-27T10:12:54.602212000Z,Outside humidity (%),71.2
2024-10-27T10:12:54.602111000Z,Inside humidity (%),71.8
2024-10-27T09:57:47.934142000Z,Outside humidity (%),71.6
2024-10-27T09:57:47.934042000Z,Inside humidity (%),71.9
2024-10-27T09:42:46.863096000Z,Outside humidity (%),72
2024-10-27T09:42:46.862996000Z,Inside humidity (%),71.8
2024-10-27T09:27:36.048710000Z,Outside humidity (%),72.5
2024-10-27T09:27:36.048608000Z,Inside humidity (%),71.8
2024-10-27T09:12:34.782897000Z,Outside humidity (%),72.3
2024-10-27T09:12:34.782797000Z,Inside humidity (%),71.7
2024-10-27T08:57:28.118644000Z,Outside humidity (%),71
2024-10-27T08:57:28.118543000Z,Inside humidity (%),71.7
2024-10-27T08:42:26.574637000Z,Outside humidity (%),65.6
2024-10-27T08:42:26.574536000Z,Inside humidity (%),71.5
2024-10-27T08:27:25.558647000Z,Outside humidity (%),71.3
2024-10-27T08:27:25.558546000Z,Inside humidity (%),71.8
2024-10-27T08:12:24.307952000Z,Outside humidity (%),71.7
2024-10-27T08:12:24.307859000Z,Inside humidity (%),71.7
2024-10-27T07:57:22.284085000Z,Outside humidity (%),71.8
2024-10-27T07:57:22.283992000Z,Inside humidity (%),71.6
2024-10-27T07:42:21.226757000Z,Outside humidity (%),72.2
2024-10-27T07:42:21.226656000Z,Inside humidity (%),71.6
2024-10-27T07:27:20.005520000Z,Outside humidity (%),72
2024-10-27T07:27:20.005419000Z,Inside humidity (%),71.6
2024-10-27T07:12:18.281569000Z,Outside humidity (%),71.1
2024-10-27T07:12:18.281475000Z,Inside humidity (%),71.5
2024-10-27T06:57:11.559828000Z,Outside humidity (%),70.6
2024-10-27T06:57:11.559735000Z,Inside humidity (%),71.3
2024-10-27T06:27:09.489301000Z,Outside humidity (%),70.6
2024-10-27T06:27:09.489200000Z,Inside humidity (%),71.6
2024-10-27T06:12:08.383207000Z,Outside humidity (%),71.3
2024-10-27T06:12:08.383112000Z,Inside humidity (%),71.5
2024-10-27T05:57:06.745399000Z,Outside humidity (%),71.6
2024-10-27T05:57:06.745306000Z,Inside humidity (%),71.5
2024-10-27T05:42:00.111036000Z,Outside humidity (%),70.9
2024-10-27T05:42:00.110942000Z,Inside humidity (%),71.5
2024-10-27T05:26:51.752220000Z,Outside humidity (%),69.5
2024-10-27T05:26:51.752114000Z,Inside humidity (%),71.4
2024-10-27T05:11:45.031691000Z,Outside humidity (%),64.8
2024-10-27T05:11:45.031593000Z,Inside humidity (%),71.4
2024-10-27T04:10:04.038864000Z,Outside humidity (%),68.3
2024-10-27T04:10:04.038766000Z,Inside humidity (%),71.6
2024-10-27T03:55:02.061130000Z,Outside humidity (%),68.5
2024-10-27T03:55:02.061030000Z,Inside humidity (%),71.6
2024-10-27T03:40:00.472608000Z,Outside humidity (%),69
2024-10-27T03:40:00.472513000Z,Inside humidity (%),71.6
2024-10-27T03:24:53.366320000Z,Outside humidity (%),69.2
2024-10-27T03:24:53.366219000Z,Inside humidity (%),71.4
2024-10-27T03:09:47.287716000Z,Outside humidity (%),69.8
2024-10-27T03:09:47.287614000Z,Inside humidity (%),71.4
2024-10-27T02:54:45.548407000Z,Outside humidity (%),69.6
2024-10-27T02:54:45.548308000Z,Inside humidity (%),71.5
2024-10-27T02:39:39.587865000Z,Outside humidity (%),68.4
2024-10-27T02:39:39.587765000Z,Inside humidity (%),71.4
2024-10-27T02:24:38.446891000Z,Outside humidity (%),66.5
2024-10-27T02:24:38.446788000Z,Inside humidity (%),71.4
2024-10-27T02:09:36.313136000Z,Outside humidity (%),70
2024-10-27T02:09:36.313034000Z,Inside humidity (%),71.5
2024-10-27T01:54:34.286498000Z,Outside humidity (%),69.9
2024-10-27T01:54:34.286398000Z,Inside humidity (%),71.5
2024-10-27T01:39:32.996747000Z,Outside humidity (%),69
2024-10-27T01:39:32.996649000Z,Inside humidity (%),71.5
2024-10-27T01:24:31.986431000Z,Outside humidity (%),64.4
2024-10-27T01:24:31.986331000Z,Inside humidity (%),71.3
2024-10-27T01:09:30.235801000Z,Outside humidity (%),65.9
2024-10-27T01:09:30.235699000Z,Inside humidity (%),71.9
2024-10-27T00:54:29.222820000Z,Outside humidity (%),68.5
2024-10-27T00:54:29.222727000Z,Inside humidity (%),72.3
2024-10-27T00:24:27.854059000Z,Outside humidity (%),62.4
2024-10-27T00:24:27.853966000Z,Inside humidity (%),71.4
2024-10-27T00:09:26.834361000Z,Outside humidity (%),65
2024-10-27T00:09:26.834261000Z,Inside humidity (%),71.5
2024-10-26T23:54:24.948115000Z,Outside humidity (%),64.4
2024-10-26T23:54:24.948017000Z,Inside humidity (%),71.5
2024-10-26T23:39:23.535705000Z,Outside humidity (%),63.8
2024-10-26T23:39:23.535604000Z,Inside humidity (%),71.5
2024-10-26T23:24:22.356384000Z,Outside humidity (%),63.2
2024-10-26T23:24:22.356292000Z,Inside humidity (%),71.6
2024-10-26T23:09:15.432136000Z,Outside humidity (%),63.3
2024-10-26T23:09:15.432042000Z,Inside humidity (%),71.6
2024-10-26T22:54:08.425181000Z,Outside humidity (%),63.4
2024-10-26T22:54:08.425081000Z,Inside humidity (%),71.6
2024-10-26T22:39:07.146052000Z,Outside humidity (%),63.3
2024-10-26T22:39:07.145951000Z,Inside humidity (%),71.5
2024-10-26T22:23:42.659948000Z,Outside humidity (%),60.7
2024-10-26T22:23:42.659848000Z,Inside humidity (%),71.4
2024-10-26T22:08:41.476349000Z,Outside humidity (%),52.9
2024-10-26T22:08:41.476249000Z,Inside humidity (%),71.1
2024-10-26T21:53:39.619097000Z,Outside humidity (%),53.8
2024-10-26T21:53:39.618998000Z,Inside humidity (%),71.4
2024-10-26T21:38:38.571630000Z,Outside humidity (%),52.5
2024-10-26T21:38:38.571529000Z,Inside humidity (%),71.5
2024-10-26T21:23:31.887251000Z,Outside humidity (%),52.8
2024-10-26T21:23:31.887154000Z,Inside humidity (%),71.6
2024-10-26T21:08:30.016595000Z,Outside humidity (%),53
2024-10-26T21:08:30.016495000Z,Inside humidity (%),71.7
2024-10-26T20:53:22.916443000Z,Outside humidity (%),53.4
2024-10-26T20:53:22.916343000Z,Inside humidity (%),71.9
2024-10-26T20:38:16.628318000Z,Outside humidity (%),54.1
2024-10-26T20:38:16.628225000Z,Inside humidity (%),72
2024-10-26T20:23:09.339062000Z,Outside humidity (%),54.7
2024-10-26T20:23:09.338961000Z,Inside humidity (%),72.2
2024-10-26T20:08:07.736391000Z,Outside humidity (%),54.9
2024-10-26T20:08:07.736290000Z,Inside humidity (%),72.5
2024-10-26T19:53:06.491071000Z,Outside humidity (%),55.1
2024-10-26T19:53:06.490968000Z,Inside humidity (%),72.8
2024-10-26T19:37:59.538424000Z,Outside humidity (%),57
2024-10-26T19:37:59.538323000Z,Inside humidity (%),73.1
2024-10-26T19:22:57.928577000Z,Outside humidity (%),63.7
2024-10-26T19:22:57.928480000Z,Inside humidity (%),73.2
2024-10-26T18:52:55.982628000Z,Outside humidity (%),64.8
2024-10-26T18:52:55.982528000Z,Inside humidity (%),73.9
2024-10-26T18:37:49.974844000Z,Outside humidity (%),57.6
2024-10-26T18:37:49.974746000Z,Inside humidity (%),73.7
2024-10-26T18:22:43.998203000Z,Outside humidity (%),58.9
2024-10-26T18:22:43.998105000Z,Inside humidity (%),73.6
2024-10-26T18:07:42.620404000Z,Outside humidity (%),61.2
2024-10-26T18:07:42.620305000Z,Inside humidity (%),73.6
2024-10-26T17:52:41.417695000Z,Outside humidity (%),66.6
2024-10-26T17:52:41.417596000Z,Inside humidity (%),73.4
2024-10-26T17:37:39.112899000Z,Outside humidity (%),70.6
2024-10-26T17:37:39.112799000Z,Inside humidity (%),73.4
2024-10-26T17:22:37.605571000Z,Outside humidity (%),65.6
2024-10-26T17:22:37.605472000Z,Inside humidity (%),72.9
2024-10-26T17:07:35.549559000Z,Outside humidity (%),71.6
2024-10-26T17:07:35.549459000Z,Inside humidity (%),73.4
2024-10-26T16:52:28.107823000Z,Outside humidity (%),72.1
2024-10-26T16:52:28.107723000Z,Inside humidity (%),73.4
2024-10-26T16:37:21.395287000Z,Outside humidity (%),72.8
2024-10-26T16:37:21.395186000Z,Inside humidity (%),73.4
2024-10-26T16:22:19.007919000Z,Outside humidity (%),72.4
2024-10-26T16:22:19.007818000Z,Inside humidity (%),73.3
2024-10-26T16:07:17.715574000Z,Outside humidity (%),70.4
2024-10-26T16:07:17.715473000Z,Inside humidity (%),73.3
2024-10-26T15:52:15.435774000Z,Outside humidity (%),68.7
2024-10-26T15:52:15.435674000Z,Inside humidity (%),73.4
2024-10-26T15:37:09.502695000Z,Outside humidity (%),71.6
2024-10-26T15:37:09.502596000Z,Inside humidity (%),73.4
2024-10-26T15:22:07.673465000Z,Outside humidity (%),72
2024-10-26T15:22:07.673365000Z,Inside humidity (%),73.3
2024-10-26T15:07:05.834532000Z,Outside humidity (%),71.8
2024-10-26T15:07:05.834435000Z,Inside humidity (%),73.3
2024-10-26T14:52:04.495748000Z,Outside humidity (%),71
2024-10-26T14:52:04.495646000Z,Inside humidity (%),73.4
2024-10-26T14:37:03.502774000Z,Outside humidity (%),65.2
2024-10-26T14:37:03.502674000Z,Inside humidity (%),72.9
2024-10-26T14:21:56.859089000Z,Outside humidity (%),70.3
2024-10-26T14:21:56.858989000Z,Inside humidity (%),73.5
2024-10-26T14:06:49.958360000Z,Outside humidity (%),70.4
2024-10-26T14:06:49.958260000Z,Inside humidity (%),73.5
2024-10-26T13:51:48.148579000Z,Outside humidity (%),70.5
2024-10-26T13:51:48.148478000Z,Inside humidity (%),73.5
2024-10-26T13:36:46.621539000Z,Outside humidity (%),70.5
2024-10-26T13:36:46.621438000Z,Inside humidity (%),73.5
2024-10-26T13:21:44.900051000Z,Outside humidity (%),70.6
2024-10-26T13:21:44.899950000Z,Inside humidity (%),73.5
2024-10-26T13:06:43.835950000Z,Outside humidity (%),70.7
2024-10-26T13:06:43.835852000Z,Inside humidity (%),73.5
2024-10-26T12:51:41.881227000Z,Outside humidity (%),70.8
2024-10-26T12:51:41.881125000Z,Inside humidity (%),73.5
2024-10-26T12:36:35.300814000Z,Outside humidity (%),70.8
2024-10-26T12:36:35.300712000Z,Inside humidity (%),73.5
2024-10-26T12:21:28.927348000Z,Outside humidity (%),71
2024-10-26T12:21:28.927244000Z,Inside humidity (%),73.4
2024-10-26T12:06:27.456144000Z,Outside humidity (%),71.1
2024-10-26T12:06:27.456044000Z,Inside humidity (%),73.5
2024-10-26T11:51:25.923993000Z,Outside humidity (%),71.2
2024-10-26T11:51:25.923894000Z,Inside humidity (%),73.4
2024-10-26T11:36:24.265415000Z,Outside humidity (%),71.4
2024-10-26T11:36:24.265314000Z,Inside humidity (%),73.4
2024-10-26T11:21:22.731928000Z,Outside humidity (%),71.8
2024-10-26T11:21:22.731826000Z,Inside humidity (%),73.3
2024-10-26T11:06:15.307904000Z,Outside humidity (%),72.4
2024-10-26T11:06:15.307803000Z,Inside humidity (%),73.4
2024-10-26T10:51:08.319882000Z,Outside humidity (%),71.5
2024-10-26T10:51:08.319780000Z,Inside humidity (%),73.4
2024-10-26T10:36:01.651849000Z,Outside humidity (%),66.3
2024-10-26T10:36:01.651759000Z,Inside humidity (%),73
2024-10-26T10:20:54.449286000Z,Outside humidity (%),71
2024-10-26T10:20:54.449185000Z,Inside humidity (%),73.5
2024-10-26T10:05:48.096507000Z,Outside humidity (%),71.1
2024-10-26T10:05:48.096405000Z,Inside humidity (%),73.5
2024-10-26T09:50:45.915781000Z,Outside humidity (%),71.3
2024-10-26T09:50:45.915684000Z,Inside humidity (%),73.5
2024-10-26T09:35:44.903041000Z,Outside humidity (%),71.6
2024-10-26T09:35:44.902942000Z,Inside humidity (%),73.4
2024-10-26T09:20:43.612210000Z,Outside humidity (%),72.3
2024-10-26T09:20:43.612098000Z,Inside humidity (%),73.4
2024-10-26T09:05:42.370777000Z,Outside humidity (%),72.6
2024-10-26T09:05:42.370677000Z,Inside humidity (%),73.4
2024-10-26T08:50:40.822984000Z,Outside humidity (%),70.8
2024-10-26T08:50:40.822890000Z,Inside humidity (%),73.3
2024-10-26T08:20:34.510835000Z,Outside humidity (%),68.7
2024-10-26T08:20:34.510734000Z,Inside humidity (%),73.4
2024-10-26T08:05:28.189540000Z,Outside humidity (%),71.7
2024-10-26T08:05:28.189441000Z,Inside humidity (%),73.4
2024-10-26T07:50:21.006461000Z,Outside humidity (%),71.6
2024-10-26T07:50:21.006360000Z,Inside humidity (%),73.4
2024-10-26T07:35:19.392415000Z,Outside humidity (%),72.3
2024-10-26T07:35:19.392314000Z,Inside humidity (%),73.4
2024-10-26T07:20:17.835922000Z,Outside humidity (%),72.5
2024-10-26T07:20:17.835824000Z,Inside humidity (%),73.4
2024-10-26T07:05:16.409417000Z,Outside humidity (%),71.7
2024-10-26T07:05:16.409316000Z,Inside humidity (%),73.4
2024-10-26T06:50:14.555194000Z,Outside humidity (%),68
2024-10-26T06:50:14.555093000Z,Inside humidity (%),73.2
2024-10-26T06:35:13.216427000Z,Outside humidity (%),71.6
2024-10-26T06:35:13.216325000Z,Inside humidity (%),73.4
2024-10-26T06:20:10.525780000Z,Outside humidity (%),72
2024-10-26T06:20:10.525682000Z,Inside humidity (%),73.4
2024-10-26T06:05:03.840182000Z,Outside humidity (%),71.9
2024-10-26T06:05:03.840072000Z,Inside humidity (%),73.4
2024-10-26T05:50:01.619305000Z,Outside humidity (%),72.1
2024-10-26T05:50:01.619204000Z,Inside humidity (%),73.4
2024-10-26T05:34:55.555188000Z,Outside humidity (%),71
2024-10-26T05:34:55.555084000Z,Inside humidity (%),73.4
2024-10-26T05:19:48.807636000Z,Outside humidity (%),65.7
2024-10-26T05:19:48.807542000Z,Inside humidity (%),73
2024-10-26T05:04:42.865066000Z,Outside humidity (%),73.1
2024-10-26T05:04:42.864967000Z,Inside humidity (%),73.4
2024-10-26T04:49:40.550685000Z,Outside humidity (%),72.7
2024-10-26T04:49:40.550584000Z,Inside humidity (%),73.3
2024-10-26T04:34:38.790656000Z,Outside humidity (%),68.8
2024-10-26T04:34:38.790562000Z,Inside humidity (%),73
2024-10-26T04:19:37.786605000Z,Outside humidity (%),73.2
2024-10-26T04:19:37.786507000Z,Inside humidity (%),73.4
2024-10-26T04:04:35.539920000Z,Outside humidity (%),73.3
2024-10-26T04:04:35.539821000Z,Inside humidity (%),73.3
2024-10-26T03:49:34.080006000Z,Outside humidity (%),71.7
2024-10-26T03:49:34.079910000Z,Inside humidity (%),73.3
2024-10-26T03:34:33.120473000Z,Outside humidity (%),67.4
2024-10-26T03:34:33.120376000Z,Inside humidity (%),73.1
2024-10-26T03:19:31.098423000Z,Outside humidity (%),68.8
2024-10-26T03:19:31.098323000Z,Inside humidity (%),73.7
2024-10-26T03:04:24.974782000Z,Outside humidity (%),63.5
2024-10-26T03:04:24.974687000Z,Inside humidity (%),73.6
2024-10-26T02:49:23.130553000Z,Outside humidity (%),65.5
2024-10-26T02:49:23.130455000Z,Inside humidity (%),73.5
2024-10-26T02:34:21.544480000Z,Outside humidity (%),64.6
2024-10-26T02:34:21.544381000Z,Inside humidity (%),73.4
2024-10-26T02:19:19.878746000Z,Outside humidity (%),60.1
2024-10-26T02:19:19.878647000Z,Inside humidity (%),74.5
2024-10-26T02:04:18.845240000Z,Outside humidity (%),60.3
2024-10-26T02:04:18.845144000Z,Inside humidity (%),74.5
2024-10-26T01:49:17.674672000Z,Outside humidity (%),58
2024-10-26T01:49:17.674574000Z,Inside humidity (%),74.9
2024-10-26T01:34:16.634375000Z,Outside humidity (%),53.5
2024-10-26T01:34:16.634278000Z,Inside humidity (%),74.2
2024-10-26T01:19:10.530748000Z,Outside humidity (%),60
2024-10-26T01:19:10.530656000Z,Inside humidity (%),74.9
2024-10-26T00:49:08.962228000Z,Outside humidity (%),66.1
2024-10-26T00:49:08.962129000Z,Inside humidity (%),74.3
2024-10-26T00:34:08.013767000Z,Outside humidity (%),61.4
2024-10-26T00:34:08.013667000Z,Inside humidity (%),73.8
2024-10-26T00:19:06.618690000Z,Outside humidity (%),62.2
2024-10-26T00:19:06.618592000Z,Inside humidity (%),74.9
2024-10-26T00:04:05.597702000Z,Outside humidity (%),62.8
2024-10-26T00:04:05.597603000Z,Inside humidity (%),75.1
2024-10-25T23:49:04.439550000Z,Outside humidity (%),63.1
2024-10-25T23:49:04.439452000Z,Inside humidity (%),75.4
2024-10-25T23:34:03.315653000Z,Outside humidity (%),58.7
2024-10-25T23:34:03.315554000Z,Inside humidity (%),74.3
2024-10-25T23:18:56.724500000Z,Outside humidity (%),65
2024-10-25T23:18:56.724399000Z,Inside humidity (%),74.6
2024-10-25T23:03:53.292565000Z,Outside humidity (%),64.8
2024-10-25T23:03:53.292465000Z,Inside humidity (%),74.6
2024-10-25T22:48:50.844278000Z,Outside humidity (%),65
2024-10-25T22:48:50.844177000Z,Inside humidity (%),74.6
2024-10-25T22:33:49.622452000Z,Outside humidity (%),65
2024-10-25T22:33:49.622351000Z,Inside humidity (%),74.5
2024-10-25T22:18:47.907908000Z,Outside humidity (%),65.2
2024-10-25T22:18:47.907810000Z,Inside humidity (%),74.6
2024-10-25T22:03:41.380736000Z,Outside humidity (%),63.4
2024-10-25T22:03:41.380634000Z,Inside humidity (%),74.8
2024-10-25T21:48:39.285698000Z,Outside humidity (%),55.1
2024-10-25T21:48:39.285599000Z,Inside humidity (%),74.7
2024-10-25T21:33:38.127127000Z,Outside humidity (%),55.3
2024-10-25T21:33:38.127028000Z,Inside humidity (%),74.8
2024-10-25T21:18:36.872305000Z,Outside humidity (%),57.1
2024-10-25T21:18:36.872207000Z,Inside humidity (%),74.8
2024-10-25T21:03:34.772431000Z,Outside humidity (%),62.4
2024-10-25T21:03:34.772330000Z,Inside humidity (%),75.1
2024-10-25T20:48:33.052827000Z,Outside humidity (%),65.7
2024-10-25T20:48:33.052727000Z,Inside humidity (%),75.1
2024-10-25T20:33:31.733807000Z,Outside humidity (%),65.5
2024-10-25T20:33:31.733717000Z,Inside humidity (%),75
2024-10-25T20:18:24.958516000Z,Outside humidity (%),65.1
2024-10-25T20:18:24.958415000Z,Inside humidity (%),75.2
2024-10-25T20:03:23.141957000Z,Outside humidity (%),61.9
2024-10-25T20:03:23.141855000Z,Inside humidity (%),75.5
2024-10-25T19:48:20.944697000Z,Outside humidity (%),54.1
2024-10-25T19:48:20.944599000Z,Inside humidity (%),75.5
2024-10-25T19:33:19.047275000Z,Outside humidity (%),55
2024-10-25T19:33:19.047175000Z,Inside humidity (%),75.5
2024-10-25T19:18:11.760897000Z,Outside humidity (%),56.2
2024-10-25T19:18:11.760797000Z,Inside humidity (%),75.6
2024-10-25T19:03:04.959220000Z,Outside humidity (%),59.1
2024-10-25T19:03:04.959120000Z,Inside humidity (%),75.6
2024-10-25T18:48:02.580388000Z,Outside humidity (%),61.9
2024-10-25T18:48:02.580294000Z,Inside humidity (%),76
2024-10-25T18:33:00.676338000Z,Outside humidity (%),66.5
2024-10-25T18:33:00.676245000Z,Inside humidity (%),76
2024-10-25T18:17:58.008570000Z,Outside humidity (%),66.7
2024-10-25T18:17:58.008482000Z,Inside humidity (%),76
